"range","nsample","dsample","simtype","baseline_random_RMSE","baseline_spatial_RMSE","baseline_surface_RMSE","baseline_AOA","baseline_impfeat","baseline_mtry","coord_random_RMSE","coord_spatial_RMSE","coord_surface_RMSE","coord_AOA","coord_impfeat","coord_mtry","EDF_random_RMSE","EDF_spatial_RMSE","EDF_surface_RMSE","EDF_AOA","EDF_impfeat","EDF_mtry","RFsp_random_RMSE","RFsp_spatial_RMSE","RFsp_surface_RMSE","RFsp_AOA","RFsp_impfeat","RFsp_mtry","RFGLS_surface_RMSE"
40,200,"wclust","complete",1.39574196128591,1.38158785113729,1.46230078934525,86.34,100,4,1.39841762050945,1.42493342519134,1.4645974643921,75.86,78.9841727152184,2,1.44498882669057,1.45903898437442,1.56147801348621,76.07,83.206828783538,10,1.45814417474715,1.47477954698277,1.58677538229861,67.81,46.4927289992401,102,1.50054208135451
40,200,"sclust","complete",1.24038661343232,1.37659782814235,1.55770041155543,51.51,100,3,1.22501508948744,1.30491880303154,1.7081484646978,37.05,72.0321688277223,4,1.20209800611757,1.57338248570286,1.76475491581812,26.7,47.1814902670578,2,1.23958274511323,1.74452181865956,1.86792341016978,23.73,13.3221963848764,143,1.63963463725628
40,200,"sregular","complete",1.49677701643983,1.50314750526912,1.43519630936063,98.64,100,5,1.44936784588246,1.50914340995203,1.41869377415806,99.42,80.1654075409949,4,1.48840376641147,1.52841843557135,1.41582579675055,99.32,65.5437839466967,10,1.49079720358076,1.56042643249949,1.43526707717766,99.49,43.5937270437192,202,1.42397262697621
40,200,"random","complete",1.42959423919713,1.42353258880302,1.40606129950094,97.99,100,3,1.42213799964467,1.43906842004969,1.44043335305912,98.27,87.0898970105523,8,1.4361811111074,1.46829531051365,1.43713735946007,98.73,69.5422049099152,13,1.53694005456753,1.56868686083853,1.47432446393429,99.19,38.1618032408323,154,1.35236802753032
40,200,"wclust","complete",1.32022762905584,1.30738042676376,1.54023760080154,79.3,100,2,1.29371636214962,1.36538857245685,1.5451189770668,70.62,79.7970621351339,5,1.31727646324346,1.45821297979894,1.61075014785314,58.95,46.8519580520564,2,1.36173275573034,1.6544332542682,1.71421684278859,56.78,23.2705882660289,150,1.59548873565517
40,200,"sclust","complete",1.24805203697237,1.94448264807569,1.54641925777349,55.68,100,2,1.2741235840527,2.06769653562568,1.55282816340579,28.46,80.5156810401589,2,1.2642958400046,2.44095627957548,1.66368814485924,33.34,61.5971430141252,5,1.23563406743421,2.30608617948507,1.72398834471464,33.59,29.2353344943501,194,1.55920483026153
40,200,"sregular","complete",1.61460043750608,1.50021997501394,1.41651475118279,99.28,100,5,1.58586300766309,1.50823732210632,1.40134673410478,99.62,86.0236102775751,8,1.61626184592048,1.52125967147314,1.38844713489761,99.58,66.194519099785,13,1.51410653445824,1.5011665907277,1.44446516687311,99.18,23.606141837975,162,1.37546451216166
40,200,"random","complete",1.55572517485759,1.53690605052094,1.41852368351631,98.03,100,6,1.5769852743508,1.53498212344263,1.39289609903222,99.06,86.4219954474561,6,1.57475899282397,1.58622125654974,1.38668369311182,98.64,79.8996386986987,13,1.65032783623961,1.62677722024495,1.38231946575042,98.98,42.7863867188495,154,1.37149663762122
40,200,"wclust","complete",1.31062418843764,1.37543781937623,1.58448337953482,90.54,100,4,1.29582802416051,1.33544191644938,1.6027909898431,90.52,88.3742104060964,6,1.3006041214178,1.42464197261254,1.60407309154127,85.31,71.5622621809995,10,1.3509549654319,1.49632307027922,1.60196609195466,66.07,39.6208735732153,203,1.57091872800998
40,200,"sclust","complete",1.20247252079786,1.33208601547088,1.86807877756625,62.28,100,4,1.21539698513789,1.39784753670658,1.89270664788175,46.02,75.5907400450625,6,1.23348990896961,1.41992501410721,1.93400440956633,31.71,60.0021118800572,10,1.27209787655566,1.40798788947616,2.02845940354944,24.49,31.0539673246679,142,1.85551336652762
40,200,"sregular","complete",1.47557985118149,1.43133016263779,1.3909947986914,98.2,100,5,1.48657124312177,1.45630855264696,1.38004943800828,99.15,85.5505734275816,5,1.48201420152419,1.48336874776213,1.37635479197539,99.3,65.0992013474925,5,1.47774143927075,1.5014817475621,1.38954417246209,99.43,37.5109680655895,152,1.31690636360595
40,200,"random","complete",1.46800052984052,1.48805883415053,1.39240841473862,98.31,100,5,1.44800179051152,1.48461115769134,1.37623927945705,99.24,86.4712100248827,4,1.4601669821034,1.45412923234852,1.39771378375796,99.41,79.4057032997015,13,1.51617652821044,1.50334190810713,1.40720197578211,99.73,40.434747058575,153,1.39735626176583
40,200,"wclust","complete",1.28861697083313,1.56142593178271,1.44311535670653,95.62,100,6,1.30399647034526,1.58025122290461,1.41632972619868,92.81,88.1052944226589,5,1.28877500655508,1.56439994506254,1.4453635455945,87.85,68.7574981875299,10,1.34547230632509,1.66633931295141,1.66281019856321,51.83,2.48607687699949,2,1.44160279654602
40,200,"sclust","complete",1.28240667415837,1.49774750981406,1.64737379584743,55.51,100,4,1.28358352070565,1.6155148714956,1.76959608955543,42.7,79.5524538126149,6,1.31680931588395,1.71980014123395,1.80783665172234,30.11,56.3419423928077,8,1.34288521121424,1.80020839629325,1.88585894365399,26.34,28.799086160887,184,1.67462190249811
40,200,"sregular","complete",1.52137499876549,1.54350427210412,1.4819854922473,99.38,100,3,1.58063375309683,1.59071251026078,1.49305329152123,99.38,81.384140569206,8,1.56924113107087,1.59300527591967,1.47981895908713,99.47,68.4481983398336,10,1.62365995533521,1.64205213907705,1.5467647476373,99.45,16.7246585574464,52,1.45748159940686
40,200,"random","complete",1.51152656516286,1.49482707916873,1.4809684702101,99.11,100,5,1.56931087106821,1.52097373673098,1.49182149951969,99.07,84.6177976963539,5,1.55837953811182,1.53301643683703,1.47168000398442,98.46,72.7351210993636,8,1.61439393073718,1.56558706939003,1.45490051332127,98.25,51.0457302722535,204,1.41657557750656
40,200,"wclust","complete",1.38198077110125,2.07807979542857,1.535435795061,88.25,100,6,1.31469699896441,2.20068529294749,1.66530585935425,66.93,55.8906105258881,8,1.37293021946147,2.13339808547085,1.62666080827878,66.5,43.1163581043788,5,1.40658132773279,2.23678591136984,1.69468023877603,61.75,17.5425590346575,203,1.52912532952523
40,200,"sclust","complete",1.36492150074989,2.2959490342743,1.65128490290905,44.75,100,2,1.35191385589615,2.28410648852881,1.62716629192572,39,88.9457037856145,6,1.38288561610008,2.78977272939347,1.71895571577881,25.38,49.7326941938962,2,1.39477303290408,3.14221238230839,1.78539383524027,19.83,19.5472469692786,47,1.67006908781681
40,200,"sregular","complete",1.47016445938344,1.4595257488259,1.33560861931011,99.48,100,5,1.46932748533424,1.42358452010498,1.33929841892898,99.27,85.5271838954615,6,1.48425221473319,1.47000841406458,1.3454259508756,99.4,60.8344649105339,5,1.53687601544992,1.52481762426803,1.35618439345434,99.53,28.3858355894244,152,1.31491341519551
40,200,"random","complete",1.39913530111013,1.36297179362659,1.43696112626782,96.96,100,5,1.42017360296657,1.37088284046077,1.40751553139926,99.02,84.3546115120831,5,1.44094488536605,1.38603277827502,1.42203537749808,98.35,73.8727846495834,10,1.5534983891747,1.4907889205913,1.46043635173013,98.98,36.9700288417521,204,1.43582550156273
40,200,"wclust","complete",1.43981973350787,1.68707938072484,1.44881663628204,86.97,100,4,1.45053040818983,1.65371880370029,1.49563566015737,77.86,81.2663780344366,6,1.4305143333029,1.57477281618739,1.59296320043794,71.11,43.1356054203746,2,1.51721498473122,1.62906499603849,1.73736913225584,65.1,9.380599174398,51,1.44812975718581
40,200,"sclust","complete",1.25536941125927,1.54508196096124,1.6381030210428,54.23,100,3,1.16456871512279,1.44014076740508,1.83500552301445,29.84,72.1260905529876,4,1.22420187843217,1.50905883994935,1.9217893255522,24.25,50.2278742375584,2,1.26462523109231,1.52389838328866,1.77949644369397,26.71,53.6124546830209,141,1.72875603818642
40,200,"sregular","complete",1.65842874266292,1.63351846941882,1.41377877862288,99.97,100,2,1.62882991576739,1.65751527140488,1.41385240140127,99.99,88.1583889074708,8,1.65412935995984,1.66758441821045,1.37587538745801,99.96,66.3993734762857,5,1.62257695254145,1.72814766453319,1.40410534106549,99.76,26.5944375570607,174,1.33571798026664
40,200,"random","complete",1.45188382241267,1.47687331972322,1.49671010656853,94.53,100,2,1.42161970183165,1.49304863423317,1.4888795908958,97.88,83.7553847863908,2,1.41955420982757,1.42941998870008,1.45595296448317,99.26,65.3418645344267,5,1.43270249370566,1.43662723070603,1.49302069245321,98.64,38.5789241078336,154,1.44006769794243
40,200,"wclust","complete",1.41825434697516,1.70263245726131,1.52535455419288,81.08,100,3,1.38653377712645,1.72185019664854,1.56310675223377,79.56,81.3243172443563,2,1.41797870966659,1.75724470173644,1.5538469098748,73.2,64.2632374000603,5,1.381657144167,1.87466922136713,1.5376217715391,72.05,40.3031874578863,197,1.4845979756589
40,200,"sclust","complete",1.23340629205242,1.80294177053689,1.78869559335722,39.6,100,4,1.2026886703489,1.73247227465215,1.84551148258624,28.21,76.2527951125381,2,1.20753107948039,1.70057535866865,1.88199417834666,27.41,48.1320044985782,5,1.24993743978011,1.85068600278852,2.11383207704378,15.84,2.68985506351664,2,1.81968908014442
40,200,"sregular","complete",1.68949296047195,1.75807696740948,1.56385820387849,99.84,100,4,1.66359927521084,1.70232479134528,1.51243957138962,99.77,83.9452586651532,4,1.50445303161313,1.54234210815643,1.52417834872197,99.54,49.6679657230217,8,1.48801750615346,1.51452818479674,1.54733357885673,99.27,22.5532624541826,202,1.47333682751332
40,200,"random","complete",1.64806763761273,1.66185265453775,1.59859499027571,98.17,100,3,1.63000422262853,1.59551901173168,1.62751127871813,97.64,87.9885660866591,6,1.56281270030562,1.50559908935076,1.53762009270058,98.78,64.1051265629745,8,1.50751077235246,1.46590865330256,1.5274662136771,98.72,33.2441065512685,153,1.47870297765882
40,200,"wclust","complete",1.47992713029629,1.80070622372292,1.77783974637841,89.96,100,3,1.47681323151994,1.79183976809124,1.70013333789906,84.62,81.1263748181133,4,1.45850179959729,1.62728580168344,1.73468942942953,78.53,60.9016538150133,5,1.49301215364932,1.99646377922157,1.77547316527147,60.37,20.4626189541971,52,1.78405362469384
40,200,"sclust","complete",1.58449944625486,2.94689906312096,1.85092795846161,51.32,100,3,1.45853701937865,2.89456627318897,1.77708527077215,36.1,77.9445792384671,2,1.4338703305842,2.72235684756911,1.83868338358887,29.24,42.2696160271476,2,1.45714895881413,3.1144567064779,1.94439226707404,20.51,8.01812506923151,48,1.8128664023316
40,200,"sregular","complete",1.22727267638295,1.24148722032265,1.35524966807802,98.73,100,4,1.25347744257973,1.27202488786515,1.36394063449653,99.12,84.4027245860138,4,1.26267327306248,1.28434009370931,1.37905534099645,99.3,82.4961320890247,13,1.31822323871042,1.34865592843682,1.39143554640237,99.09,47.500662399409,152,1.34490910459525
40,200,"random","complete",1.22851889359041,1.26879937403737,1.39621414348773,97.32,100,3,1.24385701503803,1.27733241428893,1.3936326022526,97.75,84.5897466243148,4,1.25099018085869,1.3064841568338,1.39086107396832,96.16,73.0414168581187,8,1.28373836669318,1.31772146336571,1.41451293968318,95.2,56.4600584861515,201,1.40824630635563
40,200,"wclust","complete",1.35587303765657,1.57776283270053,1.38733902937473,90.84,100,2,1.33248407437711,1.63881102166692,1.3895048837148,82.49,81.3147005336334,2,1.32652561176657,1.5988991925664,1.44453536154264,64.94,46.3288793957805,2,1.37654468621284,1.7504897491914,1.48247015228474,69.62,64.1768476349064,196,1.35369697572469
40,200,"sclust","complete",1.28721556962676,1.73475551725164,1.54132365256228,43.35,100,3,1.29465425942772,1.75529384197737,1.57724744439286,35.9,84.9771469876103,4,1.3357859875095,1.89190561274207,1.63932028091075,33.86,75.7950188744135,10,1.34540518680947,1.97383650029579,1.54178286784548,22.14,46.1630855205681,97,1.55509351001505
40,200,"sregular","complete",1.43074114376899,1.43900730876276,1.44015057351362,99.44,100,4,1.42578425244655,1.42470157117839,1.43023488538137,98.98,78.2505887600245,6,1.41452301157938,1.42044745397843,1.40761295447166,99.22,54.8449339127323,5,1.47674067615932,1.45808863936085,1.48448755397117,98.76,20.9979441667715,202,1.39726969624583
40,200,"random","complete",1.57217736109013,1.52308746404388,1.47181045321607,98.02,100,4,1.54283535156987,1.51936340002803,1.44805839009963,98.67,86.8665046616623,6,1.53676464410294,1.55879557400323,1.43532976631925,98.91,74.4021431486711,10,1.55557417449826,1.61558504300655,1.45483276614649,99.72,27.10968992147,153,1.42315379856396
40,200,"wclust","complete",1.28559295033169,1.63620499852637,1.77017042382502,77.66,100,6,1.24282021330287,1.6462138373823,1.83205310469103,68.15,69.2623512431882,8,1.23362371747479,1.49778179142297,1.93986350686359,62.35,39.289312892111,5,1.2258386858254,1.55187043480667,1.94648091906228,57.06,23.7227461109744,196,1.75119409649455
40,200,"sclust","complete",1.11593567860222,1.59124513668313,2.45594525025859,42.69,100,2,1.09161878237961,1.37570220122223,2.44231623957596,26.82,80.2135656285787,4,1.10542058073578,1.4722143479545,2.41142744743997,31.69,71.8592423991853,10,1.10046874483299,1.93922394168719,2.48855951087113,25.37,60.9607995138717,138,2.46379952835561
40,200,"sregular","complete",1.71566113152073,1.72848140792751,1.52609803123826,99.74,100,5,1.69825699264254,1.73870022810472,1.46533306200316,99.63,88.5284849302789,4,1.6872028071257,1.69501376702864,1.42247190974072,99.66,56.9895188928013,2,1.73370601825435,1.78607508925536,1.50584005090727,99.39,48.7679298679606,152,1.35182157085772
40,200,"random","complete",1.50287618073398,1.56012932542753,1.50593917409053,97.48,100,4,1.49968559483183,1.54032520832936,1.48209409575359,97.68,89.9511565538008,8,1.47936049978916,1.51083622339727,1.44905032249734,97.71,59.4989421258512,5,1.51304393296787,1.52823134261817,1.50027683616617,98.02,40.6255908597043,204,1.40689884970106
40,200,"wclust","complete",1.52791336376445,1.7488332513464,1.64944995070406,88,100,3,1.48100866156583,1.76132513891343,1.60945067392288,77.23,88.3922635967491,5,1.44580795439453,1.814861016687,1.59862241378796,74.26,72.3356644889716,8,1.43223171751005,1.99330758258939,1.69784610816678,65.15,39.2513007181771,150,1.65423278158834
