"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",0.931366627295339,0.884263781311013,0.289296214540257,0.0696489505028453,0.908255312017103,0.89705642123373,0.94705941591138,50.1397196189098
