"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",0.774860227063094,0.928612217593434,0.279894774048611,0.0433694488912223,0.785991185813058,0.92512539496357,0.912021930566634,80.8587853766682
