"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",2.43182756979771,0.479820005517816,0.548359832175639,0.240079184189599,3.03836210209526,0.290588233758803,0.905876500042297,63.8441507901201
