"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",2.60274753487696,0.432490448798775,0.629660207212906,0.267945747476794,3.65186426475318,0.0372125866466413,0.825823511300453,9.88785511700429
