"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",2.01640286382354,0.490556696192267,0.269266994204487,0.199971495557735,2.01951639303808,0.506819310664849,0.915329305135952,100
