"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",2.63503841187348,0.44316060679702,0.75115907350444,0.280973768506231,3.93826728523632,0.00501397892232157,0.904215307278534,5.23626521409477
