"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",2.39176022124743,0.493968934148242,0.586170862583485,0.255809408268854,3.33010840862128,0.170241170147414,0.966138017990437,41.1023196304637
