"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",2.68515638098667,0.367346469157662,0.522205296932738,0.255547029509507,3.60254563551226,0.0411981957240107,0.864847351824312,21.1463621137724
