"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",0.797374021469373,0.92241643288863,0.265571947868443,0.0459393974013381,0.7956054496199,0.922563099288252,0.936726045166332,77.1073718251559
