"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",2.41191271823955,0.4921125082105,0.539265024063447,0.227859950906416,2.99277632981626,0.309606489689599,0.929661662161672,77.1158907344345
