"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",1.02704966454592,0.869735411287882,0.296499429573862,0.0666432591856331,1.01391312864031,0.873744941534712,0.935997985901309,36.6660499822987
