"","random_RMSE_mean","random_Rsquared_mean","random_RMSE_sd","random_Rsquared_sd","kNNDM_RMSE","kNNDM_Rsquared","AOA","impfeat"
"1",0.931764694806236,0.885164606261273,0.287176278828473,0.0712815065020387,0.920386675561083,0.89436710753656,0.939991943605237,46.4385785444001
